38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,b0:be:76:f8:30:5e,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:39:d2,80:8d:b7:55:35:11,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:e3,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:3a:41,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,38:17:c3:19:55:51,00:4e:35:df:06:41,b4:5d:50:e1:92:33,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,80:8d:b7:55:35:10,44:48:c1:a5:82:30,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,80:8d:b7:55:25:f0,38:17:c3:19:55:50,38:17:c3:19:d7:70,80:8d:b7:55:3a:50,00:4e:35:df:06:52,00:4e:35:df:06:42,66:2a:2f:53:7c:99,80:8d:b7:55:3a:42,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:19:d7:60,38:17:c3:1e:ff:00,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:d7:71,44:48:c1:a5:82:22,44:48:c1:a5:82:20,20:a6:cd:50:24:a0,38:17:c3:19:45:b0,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,b4:5d:50:e1:92:32,b4:5d:50:e1:92:31,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:45:a2,b4:5d:50:e1:92:22,b4:5d:50:e1:92:23,38:17:c3:19:55:52,b4:5d:50:e1:96:50,a8:bd:27:4c:bd:30,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:19:45:a0,38:17:c3:19:45:a1,b4:5d:50:e1:96:43,b4:5d:50:e1:96:53,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:30,00:4e:35:de:e1:02,60:32:b1:3e:1a:b7,b4:5d:50:e1:92:20,00:4e:35:de:e1:01,b4:5d:50:e1:92:21,00:4e:35:de:e1:00,00:4e:35:de:e1:12,00:4e:35:de:e1:10,00:4e:35:de:e1:11,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:08:41,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,38:17:c3:19:71:81,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:40,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:50,00:4e:35:de:d7:43,38:17:c3:19:71:90,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:1f:22:30,38:17:c3:19:71:92,38:17:c3:1f:08:50,00:4e:35:de:d7:51,38:17:c3:1f:22:31,38:17:c3:1f:08:42,38:17:c3:1f:22:32,38:17:c3:1f:08:51,00:4e:35:df:0e:00,38:17:c3:1f:08:52,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:df:0e:12,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,00:4e:35:df:0e:02,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:02,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:4f:01,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:00,38:17:c3:1f:0f:91,38:17:c3:24:4f:12,38:17:c3:24:4f:11,00:4e:35:df:27:01,38:17:c3:1b:08:a1,x,y,label
-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-90,-76,-63,-84,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-74,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-45,-45,-100,-46,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-84,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48
-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-90,-75,-62,-82,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-76,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-45,-45,-100,-45,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-84,-85,-83,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,403.0,799.6000000000007,48
-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-90,-77,-62,-88,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-74,-100,-74,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-46,-46,-100,-46,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-79,-85,-84,-84,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-82,-100,403.0,799.6000000000007,48
-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-64,-76,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-71,-100,-71,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-51,-50,-100,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-64,-77,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-72,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-49,-48,-83,-48,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-64,-77,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-72,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-83,-48,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-64,-76,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-72,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-83,-48,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-63,-75,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-73,-100,-73,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-51,-52,-83,-52,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-63,-74,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-75,-100,-75,-73,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-49,-49,-83,-49,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,388.8,799.6000000000007,49
-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-67,-85,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-100,-77,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-100,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-88,-100,-88,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-68,-73,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-75,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-51,-50,-100,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-88,-100,-88,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-68,-73,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-75,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-100,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-88,-88,-88,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-80,-67,-80,-81,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-74,-100,-75,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-52,-51,-100,-52,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-88,-88,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-79,-68,-73,-81,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-74,-100,-73,-75,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-52,-51,-100,-52,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-88,-88,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-79,-69,-81,-81,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-74,-100,-73,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-52,-52,-100,-52,-50,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-88,-88,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,374.6,799.6000000000007,50
-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-71,-73,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-63,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-100,-54,-52,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-83,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-82,-70,-73,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-68,-74,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-100,-54,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-83,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-90,-82,-71,-73,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-63,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-100,-54,-52,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-83,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-90,-83,-70,-72,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-68,-77,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-100,-54,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-82,-70,-77,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-68,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-100,-55,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-80,-71,-73,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-67,-100,-67,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-100,-53,-52,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-81,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,360.40000000000003,799.6000000000007,51
